_id,YEAR,COMMAND_GROUP,COMMAND_SUBUNIT,UNIT,CLASSIFICATION,COUNT_
1063,2020,Priority Response Command,East Field Command,Toronto Police Operations,Inspector,6
1064,2020,Priority Response Command,East Field Command,Toronto Police Operations,Police Constable,16
1065,2020,Priority Response Command,East Field Command,Toronto Police Operations,Sergeant/Detective,5
1066,2020,Priority Response Command,East Field Command,Toronto Police Operations,Superintendent & Above,1
1067,2020,Priority Response Command,Priority Response Command,Priority Response Command,Civilian,1
1068,2020,Priority Response Command,Priority Response Command,Priority Response Command,Detective Sergeant/ Staff Sergeant,1
1069,2020,Priority Response Command,Priority Response Command,Priority Response Command,Inspector,0
1070,2020,Priority Response Command,Priority Response Command,Priority Response Command,Police Constable,0
1071,2020,Priority Response Command,Priority Response Command,Priority Response Command,Sergeant/Detective,0
1072,2020,Priority Response Command,Priority Response Command,Priority Response Command,Superintendent & Above,1
1073,2021,Community Safety Command,Community Safety Command,Community Safety Command,Civilian,1
1074,2021,Community Safety Command,Community Safety Command,Community Safety Command,Detective Sergeant/ Staff Sergeant,0
1075,2021,Community Safety Command,Community Safety Command,Community Safety Command,Inspector,0
1076,2021,Community Safety Command,Community Safety Command,Community Safety Command,Police Constable,0
1077,2021,Community Safety Command,Community Safety Command,Community Safety Command,Sergeant/Detective,0
1078,2021,Community Safety Command,Community Safety Command,Community Safety Command,Superintendent & Above,2
1079,2021,Community Safety Command,West Field Command,11 Division,Civilian,19
1080,2021,Community Safety Command,West Field Command,11 Division,Detective Sergeant/ Staff Sergeant,6
1081,2021,Community Safety Command,West Field Command,11 Division,Inspector,2
1082,2021,Community Safety Command,West Field Command,11 Division,Police Constable,170
1083,2021,Community Safety Command,West Field Command,11 Division,Sergeant/Detective,23
1084,2021,Community Safety Command,West Field Command,11 Division,Superintendent & Above,0
1085,2021,Community Safety Command,West Field Command,12 Division,Civilian,17
1086,2021,Community Safety Command,West Field Command,12 Division,Detective Sergeant/ Staff Sergeant,7
1087,2021,Community Safety Command,West Field Command,12 Division,Inspector,1
1088,2021,Community Safety Command,West Field Command,12 Division,Police Constable,133
1089,2021,Community Safety Command,West Field Command,12 Division,Sergeant/Detective,26
1090,2021,Community Safety Command,West Field Command,12 Division,Superintendent & Above,0
1091,2021,Community Safety Command,West Field Command,14 Division,Civilian,31
1092,2021,Community Safety Command,West Field Command,14 Division,Detective Sergeant/ Staff Sergeant,6
1093,2021,Community Safety Command,West Field Command,14 Division,Inspector,1
1094,2021,Community Safety Command,West Field Command,14 Division,Police Constable,209
1095,2021,Community Safety Command,West Field Command,14 Division,Sergeant/Detective,30
1096,2021,Community Safety Command,West Field Command,14 Division,Superintendent & Above,1
1097,2021,Community Safety Command,West Field Command,22 Division,Civilian,8
1098,2021,Community Safety Command,West Field Command,22 Division,Detective Sergeant/ Staff Sergeant,5
1099,2021,Community Safety Command,West Field Command,22 Division,Inspector,1
1100,2021,Community Safety Command,West Field Command,22 Division,Police Constable,155
1101,2022,Community Safety Command,West Field Command,14 Division,Police Constable,211
1102,2022,Community Safety Command,West Field Command,14 Division,Civilian,35
1103,2022,Community Safety Command,West Field Command,22 Division,Superintendent & Above,0
1104,2022,Community Safety Command,West Field Command,22 Division,Inspector,1
1105,2022,Community Safety Command,West Field Command,22 Division,Detective Sergeant/ Staff Sergeant,8
1106,2022,Community Safety Command,West Field Command,22 Division,Sergeant/Detective,28
1107,2022,Community Safety Command,West Field Command,22 Division,Police Constable,168
1108,2022,Community Safety Command,West Field Command,22 Division,Civilian,10
1109,2022,Community Safety Command,West Field Command,23 Division,Superintendent & Above,1
1110,2022,Community Safety Command,West Field Command,23 Division,Inspector,1
1111,2022,Community Safety Command,West Field Command,23 Division,Detective Sergeant/ Staff Sergeant,5
1112,2022,Community Safety Command,West Field Command,23 Division,Sergeant/Detective,26
1113,2022,Community Safety Command,West Field Command,23 Division,Police Constable,159
1114,2022,Community Safety Command,West Field Command,23 Division,Civilian,25
1115,2022,Community Safety Command,West Field Command,31 Division,Superintendent & Above,1
1116,2022,Community Safety Command,West Field Command,31 Division,Inspector,1
1117,2022,Community Safety Command,West Field Command,31 Division,Detective Sergeant/ Staff Sergeant,5
1118,2022,Community Safety Command,West Field Command,31 Division,Sergeant/Detective,28
1119,2022,Community Safety Command,West Field Command,31 Division,Police Constable,148
1120,2022,Community Safety Command,West Field Command,31 Division,Civilian,19
1121,2022,Community Safety Command,East Field Command,32 Division,Superintendent & Above,1
1122,2022,Community Safety Command,East Field Command,32 Division,Inspector,1
1123,2022,Community Safety Command,East Field Command,32 Division,Detective Sergeant/ Staff Sergeant,7
1124,2022,Community Safety Command,East Field Command,32 Division,Sergeant/Detective,25
1125,2022,Community Safety Command,East Field Command,32 Division,Police Constable,155
1126,2022,Community Safety Command,East Field Command,32 Division,Civilian,17
1127,2022,Community Safety Command,East Field Command,33 Division,Superintendent & Above,1
1128,2022,Community Safety Command,East Field Command,33 Division,Inspector,1
1129,2022,Community Safety Command,East Field Command,33 Division,Detective Sergeant/ Staff Sergeant,4
1130,2022,Community Safety Command,East Field Command,33 Division,Sergeant/Detective,15
1131,2022,Community Safety Command,East Field Command,33 Division,Police Constable,114
1132,2022,Community Safety Command,East Field Command,33 Division,Civilian,8
1133,2022,Community Safety Command,East Field Command,41 Division,Superintendent & Above,1
1134,2022,Community Safety Command,East Field Command,41 Division,Inspector,1
1135,2022,Community Safety Command,East Field Command,41 Division,Detective Sergeant/ Staff Sergeant,4
1136,2022,Community Safety Command,East Field Command,41 Division,Sergeant/Detective,25
1137,2022,Community Safety Command,East Field Command,41 Division,Police Constable,153
1138,2022,Community Safety Command,East Field Command,41 Division,Civilian,21
1139,2022,Community Safety Command,East Field Command,42 Division,Superintendent & Above,1
1140,2022,Community Safety Command,East Field Command,42 Division,Inspector,1
1141,2022,Community Safety Command,East Field Command,42 Division,Detective Sergeant/ Staff Sergeant,6
1142,2022,Community Safety Command,East Field Command,42 Division,Sergeant/Detective,28
1143,2022,Community Safety Command,East Field Command,42 Division,Police Constable,147
1144,2022,Community Safety Command,East Field Command,42 Division,Civilian,19
1145,2022,Community Safety Command,East Field Command,43 Division,Superintendent & Above,1
1146,2022,Community Safety Command,East Field Command,43 Division,Inspector,1
1147,2022,Community Safety Command,East Field Command,43 Division,Detective Sergeant/ Staff Sergeant,5
1148,2022,Community Safety Command,East Field Command,43 Division,Sergeant/Detective,29
1149,2022,Community Safety Command,East Field Command,43 Division,Police Constable,186
1150,2022,Community Safety Command,East Field Command,43 Division,Civilian,32
1151,2021,Community Safety Command,West Field Command,22 Division,Sergeant/Detective,22
1152,2021,Community Safety Command,West Field Command,22 Division,Superintendent & Above,0
1153,2021,Community Safety Command,West Field Command,23 Division,Civilian,18
1154,2021,Community Safety Command,West Field Command,23 Division,Detective Sergeant/ Staff Sergeant,5
1155,2021,Community Safety Command,West Field Command,23 Division,Inspector,1
1156,2021,Community Safety Command,West Field Command,23 Division,Police Constable,162
1157,2021,Community Safety Command,West Field Command,23 Division,Sergeant/Detective,23
1158,2021,Community Safety Command,West Field Command,23 Division,Superintendent & Above,1
1159,2021,Community Safety Command,West Field Command,31 Division,Civilian,21
1160,2021,Community Safety Command,West Field Command,31 Division,Detective Sergeant/ Staff Sergeant,4
1161,2021,Community Safety Command,West Field Command,31 Division,Inspector,1
1162,2021,Community Safety Command,West Field Command,31 Division,Police Constable,154
1163,2021,Community Safety Command,West Field Command,31 Division,Sergeant/Detective,27
1164,2021,Community Safety Command,West Field Command,31 Division,Superintendent & Above,1
1165,2021,Community Safety Command,West Field Command,51 Division,Civilian,34
1166,2021,Community Safety Command,West Field Command,51 Division,Detective Sergeant/ Staff Sergeant,7
1167,2021,Community Safety Command,West Field Command,51 Division,Inspector,1
1168,2021,Community Safety Command,West Field Command,51 Division,Police Constable,218
1169,2021,Community Safety Command,West Field Command,51 Division,Sergeant/Detective,33
1170,2021,Community Safety Command,West Field Command,51 Division,Superintendent & Above,1
1171,2021,Community Safety Command,West Field Command,52 Division,Civilian,29
1172,2021,Community Safety Command,West Field Command,52 Division,Detective Sergeant/ Staff Sergeant,8
1173,2021,Community Safety Command,West Field Command,52 Division,Inspector,1
1174,2021,Community Safety Command,West Field Command,52 Division,Police Constable,175
1175,2021,Community Safety Command,West Field Command,52 Division,Sergeant/Detective,32
1176,2021,Community Safety Command,West Field Command,52 Division,Superintendent & Above,1
1177,2021,Community Safety Command,Field Services,Community Partnership and Engagement,Civilian,6
1178,2021,Community Safety Command,Field Services,Community Partnership and Engagement,Detective Sergeant/ Staff Sergeant,3
1179,2021,Community Safety Command,Field Services,Community Partnership and Engagement,Inspector,0
1180,2021,Community Safety Command,Field Services,Community Partnership and Engagement,Police Constable,23
1181,2021,Community Safety Command,Field Services,Community Partnership and Engagement,Sergeant/Detective,7
1182,2021,Community Safety Command,Field Services,Community Partnership and Engagement,Superintendent & Above,0
1183,2021,Community Safety Command,Field Services,Parking Enforcement Unit,Civilian,389
1184,2021,Community Safety Command,Field Services,Parking Enforcement Unit,Detective Sergeant/ Staff Sergeant,1
1185,2021,Community Safety Command,Field Services,Parking Enforcement Unit,Inspector,1
1186,2021,Community Safety Command,Field Services,Parking Enforcement Unit,Police Constable,1
1187,2021,Community Safety Command,Field Services,Parking Enforcement Unit,Sergeant/Detective,1
1188,2021,Community Safety Command,Field Services,Parking Enforcement Unit,Superintendent & Above,0
1189,2021,Community Safety Command,Field Services,Public Safety Response,Civilian,1
1190,2021,Community Safety Command,Field Services,Public Safety Response,Detective Sergeant/ Staff Sergeant,1
1191,2021,Community Safety Command,Field Services,Public Safety Response,Inspector,1
1192,2021,Community Safety Command,Field Services,Public Safety Response,Police Constable,62
1193,2021,Community Safety Command,Field Services,Public Safety Response,Sergeant/Detective,6
1194,2021,Community Safety Command,Field Services,Public Safety Response,Superintendent & Above,0
1195,2021,Community Safety Command,Field Services,Traffic Services,Civilian,14
1196,2021,Community Safety Command,Field Services,Traffic Services,Detective Sergeant/ Staff Sergeant,9
1197,2021,Community Safety Command,Field Services,Traffic Services,Inspector,1
1198,2021,Community Safety Command,Field Services,Traffic Services,Police Constable,244
1199,2021,Community Safety Command,Field Services,Traffic Services,Sergeant/Detective,38
1200,2021,Community Safety Command,Field Services,Traffic Services,Superintendent & Above,1
1201,2023,Community Safety Command,West Field Command,31 Division,Detective Sergeant/ Staff Sergeant,5
1202,2023,Community Safety Command,West Field Command,31 Division,Sergeant/Detective,26
1203,2023,Community Safety Command,West Field Command,31 Division,Police Constable,160
1204,2023,Community Safety Command,West Field Command,31 Division,Civilian,24
1205,2023,Community Safety Command,East Field Command,32 Division,Superintendent & Above,1
1206,2023,Community Safety Command,East Field Command,32 Division,Inspector,1
1207,2023,Community Safety Command,East Field Command,32 Division,Detective Sergeant/ Staff Sergeant,6
1208,2023,Community Safety Command,East Field Command,32 Division,Sergeant/Detective,24
1209,2023,Community Safety Command,East Field Command,32 Division,Police Constable,175
1210,2023,Community Safety Command,East Field Command,32 Division,Civilian,31
1211,2023,Community Safety Command,East Field Command,33 Division,Superintendent & Above,1
1212,2023,Community Safety Command,East Field Command,33 Division,Inspector,1
1213,2023,Community Safety Command,East Field Command,33 Division,Detective Sergeant/ Staff Sergeant,6
1214,2023,Community Safety Command,East Field Command,33 Division,Sergeant/Detective,13
1215,2023,Community Safety Command,East Field Command,33 Division,Police Constable,136
1216,2023,Community Safety Command,East Field Command,33 Division,Civilian,12
1217,2023,Community Safety Command,East Field Command,41 Division,Superintendent & Above,1
1218,2023,Community Safety Command,East Field Command,41 Division,Inspector,1
1219,2023,Community Safety Command,East Field Command,41 Division,Detective Sergeant/ Staff Sergeant,7
1220,2023,Community Safety Command,East Field Command,41 Division,Sergeant/Detective,23
1221,2023,Community Safety Command,East Field Command,41 Division,Police Constable,167
1222,2023,Community Safety Command,East Field Command,41 Division,Civilian,19
1223,2023,Community Safety Command,East Field Command,42 Division,Superintendent & Above,1
1224,2023,Community Safety Command,East Field Command,42 Division,Inspector,1
1225,2023,Community Safety Command,East Field Command,42 Division,Detective Sergeant/ Staff Sergeant,6
1226,2023,Community Safety Command,East Field Command,42 Division,Sergeant/Detective,28
1227,2023,Community Safety Command,East Field Command,42 Division,Police Constable,148
1228,2023,Community Safety Command,East Field Command,42 Division,Civilian,20
1229,2023,Community Safety Command,East Field Command,43 Division,Superintendent & Above,1
1230,2023,Community Safety Command,East Field Command,43 Division,Inspector,1
1231,2023,Community Safety Command,East Field Command,43 Division,Detective Sergeant/ Staff Sergeant,4
1232,2022,Community Safety Command,West Field Command,51 Division,Superintendent & Above,1
1233,2023,Community Safety Command,East Field Command,55 Division,Civilian,13
1234,2023,Community Safety Command,East Field Command,43 Division,Sergeant/Detective,26
1235,2022,Community Safety Command,Field Services,Public Safety Response,Sergeant/Detective,7
1236,2023,Community Safety Command,East Field Command,43 Division,Police Constable,196
1237,2023,Community Safety Command,East Field Command,43 Division,Civilian,39
1238,2023,Community Safety Command,West Field Command,51 Division,Superintendent & Above,1
1239,2023,Community Safety Command,West Field Command,51 Division,Inspector,1
1240,2023,Community Safety Command,West Field Command,51 Division,Detective Sergeant/ Staff Sergeant,6
1241,2023,Community Safety Command,West Field Command,51 Division,Sergeant/Detective,32
1242,2023,Community Safety Command,West Field Command,51 Division,Police Constable,238
1243,2023,Community Safety Command,West Field Command,51 Division,Civilian,39
1244,2023,Community Safety Command,West Field Command,52 Division,Superintendent & Above,1
1245,2023,Community Safety Command,West Field Command,52 Division,Inspector,1
1246,2023,Community Safety Command,West Field Command,52 Division,Detective Sergeant/ Staff Sergeant,7
1247,2023,Community Safety Command,West Field Command,52 Division,Sergeant/Detective,28
1248,2023,Community Safety Command,West Field Command,52 Division,Police Constable,189
1249,2023,Community Safety Command,West Field Command,52 Division,Civilian,30
1250,2023,Community Safety Command,East Field Command,53 Division,Superintendent & Above,0
1251,2023,Community Safety Command,East Field Command,53 Division,Inspector,1
1252,2023,Community Safety Command,East Field Command,53 Division,Detective Sergeant/ Staff Sergeant,3
1253,2023,Community Safety Command,East Field Command,53 Division,Sergeant/Detective,25
1254,2023,Community Safety Command,East Field Command,53 Division,Police Constable,139
1255,2023,Community Safety Command,East Field Command,53 Division,Civilian,11
1256,2023,Community Safety Command,East Field Command,55 Division,Superintendent & Above,1
1257,2023,Community Safety Command,East Field Command,55 Division,Inspector,1
1258,2023,Community Safety Command,East Field Command,55 Division,Detective Sergeant/ Staff Sergeant,7
1259,2023,Community Safety Command,East Field Command,55 Division,Sergeant/Detective,28
1260,2023,Community Safety Command,East Field Command,55 Division,Police Constable,243
1261,2022,Community Safety Command,West Field Command,51 Division,Inspector,1
1262,2023,Community Safety Command,Field Services,Communication Services,Superintendent & Above,0
1263,2022,Community Safety Command,Field Services,Public Safety Response,Police Constable,62
1264,2022,Community Safety Command,West Field Command,51 Division,Detective Sergeant/ Staff Sergeant,5
1265,2023,Community Safety Command,Field Services,Communication Services,Detective Sergeant/ Staff Sergeant,1
1266,2022,Community Safety Command,Field Services,Public Safety Response,Civilian,1
1267,2022,Community Safety Command,West Field Command,51 Division,Sergeant/Detective,33
1268,2023,Community Safety Command,Field Services,Communication Services,Sergeant/Detective,13
1269,2022,Community Safety Command,Field Services,Toronto Police Operations,Superintendent & Above,1
1270,2022,Community Safety Command,West Field Command,51 Division,Police Constable,229
1271,2023,Community Safety Command,Field Services,Communication Services,Police Constable,42
1272,2022,Community Safety Command,Field Services,Toronto Police Operations,Inspector,6
1273,2022,Community Safety Command,West Field Command,51 Division,Civilian,34
1274,2023,Community Safety Command,Field Services,Communication Services,Civilian,332
1275,2022,Community Safety Command,West Field Command,52 Division,Superintendent & Above,1
1276,2022,Community Safety Command,West Field Command,52 Division,Inspector,1
1277,2022,Community Safety Command,West Field Command,52 Division,Detective Sergeant/ Staff Sergeant,8
1278,2022,Community Safety Command,West Field Command,52 Division,Sergeant/Detective,30
1279,2022,Community Safety Command,West Field Command,52 Division,Police Constable,188
1280,2022,Community Safety Command,West Field Command,52 Division,Civilian,22
1281,2022,Community Safety Command,East Field Command,53 Division,Superintendent & Above,0
1282,2022,Community Safety Command,East Field Command,53 Division,Inspector,1
1283,2022,Community Safety Command,East Field Command,53 Division,Detective Sergeant/ Staff Sergeant,5
1284,2022,Community Safety Command,East Field Command,53 Division,Sergeant/Detective,28
1285,2022,Community Safety Command,East Field Command,53 Division,Police Constable,128
1286,2022,Community Safety Command,East Field Command,53 Division,Civilian,7
1287,2022,Community Safety Command,East Field Command,55 Division,Superintendent & Above,1
1288,2022,Community Safety Command,East Field Command,55 Division,Inspector,1
1289,2022,Community Safety Command,East Field Command,55 Division,Detective Sergeant/ Staff Sergeant,4
1290,2022,Community Safety Command,East Field Command,55 Division,Sergeant/Detective,32
1291,2022,Community Safety Command,East Field Command,55 Division,Police Constable,237
1292,2022,Community Safety Command,East Field Command,55 Division,Civilian,13
1293,2022,Community Safety Command,Field Services,Communication Services,Superintendent & Above,0
1294,2022,Community Safety Command,Field Services,Communication Services,Detective Sergeant/ Staff Sergeant,1
1295,2022,Community Safety Command,Field Services,Communication Services,Sergeant/Detective,12
1296,2022,Community Safety Command,Field Services,Communication Services,Police Constable,39
1297,2022,Community Safety Command,Field Services,Communication Services,Civilian,338
1298,2022,Community Safety Command,Field Services,Community Partnership and Engagement,Superintendent & Above,1
1299,2022,Community Safety Command,Field Services,Community Partnership and Engagement,Detective Sergeant/ Staff Sergeant,2
1300,2022,Community Safety Command,Field Services,Community Partnership and Engagement,Sergeant/Detective,8
1301,2022,Community Safety Command,Field Services,Community Partnership and Engagement,Police Constable,23
1302,2022,Community Safety Command,Field Services,Community Partnership and Engagement,Civilian,4
1303,2022,Community Safety Command,Community Safety Command,Community Safety Command,Superintendent & Above,2
1304,2022,Community Safety Command,Community Safety Command,Community Safety Command,Detective Sergeant/ Staff Sergeant,0
1305,2022,Community Safety Command,Community Safety Command,Community Safety Command,Sergeant/Detective,0
1306,2022,Community Safety Command,Community Safety Command,Community Safety Command,Police Constable,0
1307,2022,Community Safety Command,Community Safety Command,Community Safety Command,Civilian,1
1308,2022,Community Safety Command,East Field Command,East Field Command,Superintendent & Above,1
1309,2022,Community Safety Command,East Field Command,East Field Command,Detective Sergeant/ Staff Sergeant,0
1310,2022,Community Safety Command,East Field Command,East Field Command,Sergeant/Detective,1
1311,2022,Community Safety Command,East Field Command,East Field Command,Police Constable,1
1312,2022,Community Safety Command,East Field Command,East Field Command,Civilian,1
1313,2022,Community Safety Command,Field Services,Field Services,Superintendent & Above,2
1314,2022,Community Safety Command,Field Services,Toronto Police Operations,Detective Sergeant/ Staff Sergeant,5
1315,2022,Community Safety Command,Field Services,Field Services,Detective Sergeant/ Staff Sergeant,1
1316,2022,Community Safety Command,Field Services,Field Services,Sergeant/Detective,1
1317,2022,Community Safety Command,Field Services,Field Services,Police Constable,0
1318,2022,Community Safety Command,Field Services,Field Services,Civilian,2
1319,2022,Community Safety Command,Field Services,Parking Enforcement Unit,Superintendent & Above,0
1320,2022,Community Safety Command,Field Services,Parking Enforcement Unit,Detective Sergeant/ Staff Sergeant,0
1321,2022,Community Safety Command,Field Services,Parking Enforcement Unit,Sergeant/Detective,1
1322,2022,Community Safety Command,Field Services,Parking Enforcement Unit,Police Constable,1
1323,2022,Community Safety Command,Field Services,Parking Enforcement Unit,Civilian,352
1324,2022,Community Safety Command,Field Services,Public Safety Response,Superintendent & Above,0
1325,2022,Community Safety Command,Field Services,Public Safety Response,Inspector,1
1326,2022,Community Safety Command,Field Services,Public Safety Response,Detective Sergeant/ Staff Sergeant,2
1327,2022,Community Safety Command,Field Services,Toronto Police Operations,Sergeant/Detective,6
1328,2022,Community Safety Command,Field Services,Toronto Police Operations,Police Constable,11
1329,2022,Community Safety Command,Field Services,Toronto Police Operations,Civilian,2
1330,2022,Community Safety Command,Field Services,Traffic Services,Superintendent & Above,0
1331,2022,Community Safety Command,Field Services,Traffic Services,Inspector,2
1332,2022,Community Safety Command,Field Services,Traffic Services,Detective Sergeant/ Staff Sergeant,7
1333,2022,Community Safety Command,Field Services,Traffic Services,Sergeant/Detective,35
1334,2022,Community Safety Command,Field Services,Traffic Services,Police Constable,249
1335,2022,Community Safety Command,Field Services,Traffic Services,Civilian,12
1336,2022,Community Safety Command,West Field Command,West Field Command,Superintendent & Above,1
1337,2022,Community Safety Command,West Field Command,West Field Command,Detective Sergeant/ Staff Sergeant,1
1338,2022,Community Safety Command,West Field Command,West Field Command,Sergeant/Detective,1
1339,2022,Community Safety Command,West Field Command,West Field Command,Police Constable,0
1340,2022,Community Safety Command,West Field Command,West Field Command,Civilian,4
1341,2023,Community Safety Command,West Field Command,11 Division,Superintendent & Above,1
1342,2023,Community Safety Command,West Field Command,11 Division,Inspector,1
1343,2023,Community Safety Command,West Field Command,11 Division,Detective Sergeant/ Staff Sergeant,5
1344,2023,Community Safety Command,West Field Command,11 Division,Sergeant/Detective,19
1345,2023,Community Safety Command,West Field Command,11 Division,Police Constable,139
1346,2023,Community Safety Command,West Field Command,11 Division,Civilian,12
1347,2023,Community Safety Command,West Field Command,12 Division,Superintendent & Above,1
1348,2023,Community Safety Command,West Field Command,12 Division,Inspector,1
1349,2023,Community Safety Command,West Field Command,12 Division,Detective Sergeant/ Staff Sergeant,6
1350,2023,Community Safety Command,West Field Command,12 Division,Sergeant/Detective,20
1351,2023,Community Safety Command,West Field Command,12 Division,Police Constable,135
1352,2023,Community Safety Command,West Field Command,12 Division,Civilian,20
1353,2023,Community Safety Command,East Field Command,13 Division,Superintendent & Above,1
1354,2023,Community Safety Command,East Field Command,13 Division,Inspector,1
1355,2023,Community Safety Command,East Field Command,13 Division,Detective Sergeant/ Staff Sergeant,4
1356,2023,Community Safety Command,East Field Command,13 Division,Sergeant/Detective,25
1357,2023,Community Safety Command,East Field Command,13 Division,Police Constable,117
1358,2023,Community Safety Command,East Field Command,13 Division,Civilian,11
1359,2023,Community Safety Command,West Field Command,14 Division,Superintendent & Above,1
1360,2023,Community Safety Command,West Field Command,14 Division,Inspector,1
1361,2023,Community Safety Command,West Field Command,14 Division,Detective Sergeant/ Staff Sergeant,6
1362,2023,Community Safety Command,West Field Command,14 Division,Sergeant/Detective,29
1363,2023,Community Safety Command,West Field Command,14 Division,Police Constable,219
1364,2023,Community Safety Command,West Field Command,14 Division,Civilian,38
1365,2023,Community Safety Command,West Field Command,22 Division,Superintendent & Above,0
1366,2023,Community Safety Command,West Field Command,22 Division,Inspector,1
1367,2023,Community Safety Command,Field Services,Community Pship and Engagement,Superintendent & Above,1
1368,2023,Community Safety Command,West Field Command,22 Division,Detective Sergeant/ Staff Sergeant,6
1369,2023,Community Safety Command,Field Services,Community Pship and Engagement,Inspector,1
1370,2023,Community Safety Command,West Field Command,22 Division,Sergeant/Detective,23
1371,2023,Community Safety Command,Field Services,Community Pship and Engagement,Detective Sergeant/ Staff Sergeant,2
1372,2023,Community Safety Command,West Field Command,22 Division,Police Constable,170
1373,2023,Community Safety Command,Field Services,Community Pship and Engagement,Sergeant/Detective,9
1374,2023,Community Safety Command,West Field Command,22 Division,Civilian,11
1375,2023,Community Safety Command,Field Services,Community Pship and Engagement,Police Constable,22
1376,2023,Community Safety Command,West Field Command,23 Division,Superintendent & Above,1
1377,2023,Community Safety Command,Field Services,Community Pship and Engagement,Civilian,4
1378,2023,Community Safety Command,West Field Command,23 Division,Inspector,1
1379,2023,Community Safety Command,Community Safety Command,Community Safety Command,Superintendent & Above,1
1380,2023,Community Safety Command,West Field Command,23 Division,Detective Sergeant/ Staff Sergeant,3
1381,2023,Community Safety Command,Community Safety Command,Community Safety Command,Detective Sergeant/ Staff Sergeant,0
1382,2023,Community Safety Command,West Field Command,23 Division,Sergeant/Detective,22
1383,2023,Community Safety Command,Community Safety Command,Community Safety Command,Sergeant/Detective,0
1384,2023,Community Safety Command,West Field Command,23 Division,Police Constable,168
1385,2023,Community Safety Command,Community Safety Command,Community Safety Command,Police Constable,0
1386,2023,Community Safety Command,West Field Command,23 Division,Civilian,32
1387,2023,Community Safety Command,Community Safety Command,Community Safety Command,Civilian,1
1388,2023,Community Safety Command,West Field Command,31 Division,Superintendent & Above,1
1389,2023,Community Safety Command,East Field Command,East Field Command,Superintendent & Above,1
1390,2023,Community Safety Command,East Field Command,East Field Command,Detective Sergeant/ Staff Sergeant,0
1391,2023,Community Safety Command,East Field Command,East Field Command,Sergeant/Detective,1
1392,2023,Community Safety Command,East Field Command,East Field Command,Police Constable,1
1393,2023,Community Safety Command,East Field Command,East Field Command,Civilian,1
1394,2023,Community Safety Command,Field Services,Field Services,Superintendent & Above,1
1395,2023,Community Safety Command,Field Services,Field Services,Detective Sergeant/ Staff Sergeant,1
1396,2023,Community Safety Command,Field Services,Field Services,Sergeant/Detective,1
1397,2023,Community Safety Command,Field Services,Field Services,Police Constable,0
1398,2023,Community Safety Command,Field Services,Field Services,Civilian,1
1399,2023,Community Safety Command,Field Services,Parking Enforcement Unit,Superintendent & Above,0
1400,2023,Community Safety Command,Field Services,Parking Enforcement Unit,Detective Sergeant/ Staff Sergeant,0
1401,2023,Community Safety Command,Field Services,Parking Enforcement Unit,Sergeant/Detective,1
1402,2023,Community Safety Command,Field Services,Parking Enforcement Unit,Police Constable,1
1403,2023,Community Safety Command,Field Services,Parking Enforcement Unit,Civilian,397
1404,2023,Community Safety Command,Field Services,Public Safety Response,Superintendent & Above,0
1405,2023,Community Safety Command,Field Services,Public Safety Response,Inspector,1
1406,2023,Community Safety Command,Field Services,Public Safety Response,Detective Sergeant/ Staff Sergeant,1
1407,2023,Community Safety Command,Field Services,Public Safety Response,Sergeant/Detective,7
1408,2023,Community Safety Command,Field Services,Public Safety Response,Police Constable,64
1409,2023,Community Safety Command,Field Services,Public Safety Response,Civilian,1
1410,2023,Community Safety Command,Field Services,Toronto Police Operations,Superintendent & Above,1
1411,2023,Community Safety Command,Field Services,Toronto Police Operations,Inspector,7
1412,2023,Community Safety Command,Field Services,Toronto Police Operations,Detective Sergeant/ Staff Sergeant,5
1413,2023,Community Safety Command,Field Services,Toronto Police Operations,Sergeant/Detective,4
1414,2023,Community Safety Command,Field Services,Toronto Police Operations,Police Constable,12
1415,2023,Community Safety Command,Field Services,Toronto Police Operations,Civilian,2
1416,2023,Community Safety Command,Field Services,Traffic Services,Superintendent & Above,1
1417,2023,Community Safety Command,Field Services,Traffic Services,Inspector,1
1418,2023,Community Safety Command,Field Services,Traffic Services,Detective Sergeant/ Staff Sergeant,7
1419,2023,Community Safety Command,Field Services,Traffic Services,Sergeant/Detective,32
1420,2023,Community Safety Command,Field Services,Traffic Services,Police Constable,227
1421,2023,Community Safety Command,Field Services,Traffic Services,Civilian,16
1422,2023,Community Safety Command,West Field Command,West Field Command,Superintendent & Above,1
1423,2023,Community Safety Command,West Field Command,West Field Command,Detective Sergeant/ Staff Sergeant,1
1424,2023,Community Safety Command,West Field Command,West Field Command,Sergeant/Detective,0
1425,2023,Community Safety Command,West Field Command,West Field Command,Police Constable,1
1426,2023,Community Safety Command,West Field Command,West Field Command,Civilian,1
